Key,Id,English(en),Chinese (Simplified)(zh-Hans)
NexusVesture_000_AbyssalHeart,54153404416,,
NexusVesture_000_CogniThread,55889846272,,
NexusVesture_000_ImprintStep,60683935744,,
NexusVesture_000_TangibleNexus,74609025024,,
NexusVesture_000_VolitionVein,79176622080,,
NexusVesture_001_AbyssalHeart,84016848896,,
NexusVesture_001_CogniThread,85887508480,,
NexusVesture_001_ImprintStep,87565230080,,
NexusVesture_001_TangibleNexus,89242951680,,
NexusVesture_001_VolitionVein,90987782144,,
NexusVesture_002_AbyssalHeart,93001048064,,
NexusVesture_002_CogniThread,94510997504,,
NexusVesture_002_ImprintStep,96260022272,,
NexusVesture_002_TangibleNexus,97899995136,,
NexusVesture_002_VolitionVein,100982808576,,
NexusVesture_003_AbyssalHeart,105550405632,,
NexusVesture_003_CogniThread,107731443712,,
NexusVesture_003_ImprintStep,109610491904,,
NexusVesture_003_TangibleNexus,111086886912,,
NexusVesture_003_VolitionVein,115046309888,,
NexusVesture_004_AbyssalHeart,118166872064,,
NexusVesture_004_CogniThread,120045920256,,
NexusVesture_004_ImprintStep,122361176064,,
NexusVesture_004_TangibleNexus,123837571072,,
NexusVesture_004_VolitionVein,125716619264,,
NexusVesture_005_AbyssalHeart,127763439616,,
NexusVesture_005_CogniThread,129504075776,,
NexusVesture_005_ImprintStep,131047579648,,
NexusVesture_005_TangibleNexus,133165703168,,
NexusVesture_005_VolitionVein,135812308992,,
