Key,Id,English(en),Chinese (Simplified)(zh-Hans)
Exotext_001_DuoVoice,32439492608,,
Exotext_001_EdgeText,35635552256,,
Exotext_001_MnemonicTool,39162961920,,
Exotext_001_StellarScribe,42208026624,,
Exotext_001_ThoughtChime,106183745536,,
Exotext_001_ThreadShot,157656244224,,
Exotext_001_VotiveEmber,162945261568,,
Exotext_002_DuoVoice,814391975936,,
Exotext_002_EdgeText,817579646976,,
Exotext_002_MnemonicTool,949146574848,,
Exotext_002_StellarScribe,952434909184,,
Exotext_002_ThoughtChime,953978413056,,
Exotext_002_ThreadShot,955622580224,,
Exotext_002_VotiveEmber,957405159424,,
Exotext_003_DuoVoice,961427496960,,
Exotext_003_EdgeText,962975195136,,
Exotext_003_MnemonicTool,965789573120,,
Exotext_003_StellarScribe,967735730176,,
Exotext_003_ThoughtChime,969790939136,,
Exotext_003_ThreadShot,971560935424,,
Exotext_003_VotiveEmber,973372874752,,
Exotext_004_DuoVoice,977302937600,,
Exotext_004_EdgeText,979177791488,,
Exotext_004_MnemonicTool,984882044928,,
Exotext_004_StellarScribe,987637702656,,
Exotext_004_ThoughtChime,990082981888,,
Exotext_004_ThreadShot,991932669952,,
Exotext_004_VotiveEmber,996462518272,,
Exotext_005_DuoVoice,1002200326144,,
Exotext_005_EdgeText,1004649799680,,
Exotext_005_MnemonicTool,1006965055488,,
Exotext_005_StellarScribe,1009280311296,,
Exotext_005_ThoughtChime,1011532652544,,
Exotext_005_ThreadShot,1013436866560,,
Exotext_005_VotiveEmber,1016523874304,,
